Ensembl	entrez	name	symbol	B6.untreated.1	B6.untreated.2	Ripk3.untreated.1	Ripk3.untreated.2	Ripk3_Casp8.untreated.1	Ripk3_Casp8.untreated.2	B6.LPS_6hr.1	B6.LPS_6hr.2	Ripk3.LPS_6hr.1	Ripk3.LPS_6hr.2	Ripk3_Casp8.LPS_6hr.1	Ripk3_Casp8.LPS_6hr.2
54	ENSMUSG00000000628	15277	hexokinase 2	Hk2	4.49540346708115	4.98205259320421	5.20775376392879	5.22863789152795	4.97992045373034	5.21912361251084	6.50573749507596	6.35985822516394	6.32387312743423	6.27413915235405	6.20543667238125	6.13915690134288
55	ENSMUSG00000000631	360013	myosin XVIIIA	Myo18a	6.54416859820862	6.77897994805125	6.89136790504579	6.9207994515607	6.81724883629935	6.87546433148289	4.80700611939723	4.94584224758811	5.01521467680511	4.77889624028688	4.84693264352248	4.80242114655561
56	ENSMUSG00000000682	23833	CD52 antigen	Cd52	7.3567678793475	6.95502316877164	6.84750873749032	6.79240468719107	7.30115892382403	7.07160935442211	8.00622542763358	8.07451827597997	7.91985312644159	7.87791286542749	8.35733238939851	8.36623082842109
57	ENSMUSG00000000686	67477	abhydrolase domain containing 15	Abhd15	4.31944661873499	4.53266889980858	4.21871206115572	4.27894952811621	4.08140827592114	4.26579907388346	0.419353842287028	0.203966739298095	0.500431825166625	-0.193203444107356	0.50382514285242	0.473950205801476
58	ENSMUSG00000000708	18519	K(lysine) acetyltransferase 2B	Kat2b	5.94728582763365	6.16032832802338	6.17220389090012	6.14601069629809	5.94414571674169	6.02475003931246	7.13359935995315	7.15922035646801	7.19472896690743	7.09249706795163	7.06466924185449	7.11911734072855
59	ENSMUSG00000000711	19344	RAB5B, member RAS oncogene family	Rab5b	6.94622929515077	6.98963619789983	6.95928408028852	6.94020239699029	7.03943452337437	6.99490845556757	6.17559917517745	6.17429054979965	6.18725805390691	6.06631204361144	6.25908888573803	6.27989922061036
60	ENSMUSG00000000732	50723	icos ligand	Icosl	4.09378648356463	4.21929213420855	4.05151367759727	4.22933907989698	4.35564502898436	4.21072769138978	7.10585436947025	7.32164919031395	7.25314308183905	7.2952846133716	6.87150136474421	6.82541149905639
61	ENSMUSG00000000738	234847	spastic paraplegia 7 homolog (human)	Spg7	5.85121618029055	5.86000372822288	5.80031163485091	5.88986692004414	5.90655476151104	5.79444218594238	5.47995818882674	5.4251876664241	5.42400116192177	5.40045875156419	5.52086877406592	5.42306062946104
62	ENSMUSG00000000740	270106	ribosomal protein L13	Rpl13	5.85722428909203	5.69555487893251	5.81926539718312	5.74538363994341	5.67064860050568	5.86509903462588	5.1113043202628	5.07992547535472	5.15764639779637	5.15980105464658	5.17664885429791	5.3118934476925
63	ENSMUSG00000000743	234852	charged multivesicular body protein 1A	Chmp1a	7.06389998463241	7.00077422583467	6.98962108141373	7.00223631497092	7.17132612601464	7.03456162322117	6.4462289072218	6.5242544758042	6.35203561664137	6.27308685833154	6.59933360365429	6.53925617417655
64	ENSMUSG00000000751	68275	replication protein A1	Rpa1	7.49323490627736	7.55217264934836	7.54047219573776	7.55951556271757	7.26907446306804	7.40824718743999	5.08841905454588	4.91612894246373	4.97654218495055	4.89288996653149	5.07944428124338	5.06000524352364
65	ENSMUSG00000000759	259279	tubulin, gamma complex associated protein 3	Tubgcp3	5.5192817851097	5.47087577438039	5.3433329242603	5.33670486787032	5.16716904508994	5.24127675474939	4.36166953345371	4.29142958054843	4.36648870326657	4.43191618308578	4.31552771774593	4.3667827604225
66	ENSMUSG00000000776	67065	polymerase (RNA) III (DNA directed) polypeptide D	Polr3d	3.08100787884333	3.30424513590477	3.2827693747584	3.32297415200821	3.33153257286755	3.23852614373335	3.52823263900088	3.6148998402442	3.86532995901955	3.66317188024692	3.59486935550969	3.34004891873174
67	ENSMUSG00000000787	13205	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked	Ddx3x	8.23789617485205	8.4286848581931	8.40727068408634	8.25254786936481	8.16205074708583	8.2966487209993	7.7770549395566	7.74617788054325	7.80059812657877	7.70415410393555	7.43572789104774	7.48477072453162
68	ENSMUSG00000000804	237898	ubiquitin specific peptidase 32	Usp32	6.02272908664491	6.00240494268161	6.10655504115523	5.98510907550124	5.76168751792029	5.83628019789988	6.79085363978093	6.75436373802891	6.96329072675876	6.77852551047862	6.5626172300861	6.58778706484016
69	ENSMUSG00000000823	269401	zinc finger protein 512B	Znf512b	3.84442701462792	4.10736306507591	4.27471410513848	4.22090224274834	3.85203722310495	3.9216368364573	2.29826202536967	2.49048949805426	2.36878781935615	2.54608720300509	2.18062651063865	2.05891270652263
70	ENSMUSG00000000826	13002	DnaJ (Hsp40) homolog, subfamily C, member 5	Dnajc5	7.12119520585834	7.39121015277444	7.33619037718806	7.2912579926518	7.37051319603964	7.34017108797372	6.59639324017283	6.66091223800104	6.54736545414205	6.44084639755059	6.60111544213632	6.68233976773895
71	ENSMUSG00000000827	66314	tumor protein D52-like 2	Tpd52l2	6.58275300025832	6.33200523622729	6.33909026769385	6.40749697982334	6.46004347577702	6.40027026110005	5.04351423072083	5.14113990184266	4.99451992587961	5.00615227721388	5.35618979982759	5.29343260666412
72	ENSMUSG00000000838	14265	fragile X mental retardation syndrome 1	Fmr1	5.85872241491812	6.07611213109147	6.06698885810652	5.90047177054577	5.57347556496755	5.6638515048219	6.86790767007822	6.74875558697899	6.86247757416545	6.88430144824607	6.68134996015289	6.75766998127668
73	ENSMUSG00000000876	59038	peroxisomal membrane protein 4	Pxmp4	4.0784385192312	4.1025055014266	4.0016282941634	4.01835142183278	3.96780416741428	4.06100980908562	1.79409863561784	1.34939717881966	1.54990050143092	1.19245024839039	1.85392391043094	1.83214184467561
74	ENSMUSG00000000902	20587	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	Smarcb1	5.00862769634289	5.14209961750081	5.30903709976597	5.26054494773479	5.05383485010041	4.95887702404866	5.01548041240095	4.9060869410781	4.97049947437447	5.05594824848553	4.99341873199997	5.09879549769567
75	ENSMUSG00000000957	17387	matrix metallopeptidase 14 (membrane-inserted)	Mmp14	3.62957614230409	3.42589258350141	3.45803967702059	3.22512682861007	4.68657840947009	4.27656550475253	8.37443726747438	8.50871559998684	8.17104690676831	8.16221870178884	8.67452603330308	8.57150354475864
76	ENSMUSG00000000958	20540	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	Slc7a7	4.28420346061491	4.36025902412012	5.71596677197911	5.60114852621363	5.86609412262903	5.9313213015281	5.49888382403489	5.46904897378075	6.26953927786727	6.34094252303829	6.2132245187737	6.18494443743669
77	ENSMUSG00000000959	69089	oxidase assembly 1-like	Oxa1l	5.37807916288045	5.25584605613215	5.45305134639699	5.42871572697686	5.69605254447938	5.53078337194437	3.91392132331374	3.91779583466637	4.03706307580179	3.87773980778428	4.2473795542083	4.21025988041063
78	ENSMUSG00000000976	217026	HEAT repeat containing 6	Heatr6	5.12773381548797	5.30741473448666	5.35101502463148	5.19887593641834	5.13347399873879	5.19094507919924	5.84448082481589	5.81510334309528	5.83155707983117	5.82198676684805	5.52462905866444	5.52627124093156
79	ENSMUSG00000000982	20302	chemokine (C-C motif) ligand 3	Ccl3	7.60680034715802	7.48890238102721	7.45715016774962	7.43860296876007	8.18054225239557	7.43452283042632	12.1773158494894	12.1782835468924	12.2881920512611	12.3224566578459	12.049802482237	11.9283336300297
80	ENSMUSG00000001016	67781	interleukin enhancer binding factor 2	Ilf2	5.97793815487811	5.69232556579706	5.66756994741999	5.74832192006475	5.47662989057715	5.47734411298291	4.98276019964174	4.94584224758811	5.00046306524564	4.86801529789246	5.043202428261	5.01564525261846
81	ENSMUSG00000001017	66511	chromatin target of PRMT1	Chtop	6.06617117936353	6.18925261361484	6.19372420402473	6.23388851617919	6.12648380720726	6.01941856598371	6.16743295502903	6.15180288490553	6.17942085016541	6.0699521507761	6.3259807693932	6.33328732984691
82	ENSMUSG00000001018	20615	SNAP-associated protein	Snapin	5.89421849657423	5.94522152484127	5.84560670024595	5.79643224801276	6.01146068566941	5.98810135111632	4.70788759057696	4.61695349901218	4.80038522979673	4.85400843989858	4.97521413662238	5.03355325652852
83	ENSMUSG00000001020	20198	S100 calcium binding protein A4	S100a4	10.4486363750677	9.98901945948289	9.99964420088978	10.0498281939266	10.0696627946505	9.98506183246531	9.22839979568552	9.14603688727377	9.17786467721502	9.14283513482393	9.3946674184138	9.39978782980705
84	ENSMUSG00000001025	20200	S100 calcium binding protein A6 (calcyclin)	S100a6	8.90884498132645	8.46745580660517	8.74926715001284	8.72855740003155	8.90076239418777	8.91698517054799	7.93532089580445	7.80590631332061	7.95585462933453	8.00187104462725	8.50422195640964	8.49762896398228
85	ENSMUSG00000001034	23939	mitogen-activated protein kinase 7	Mapk7	4.42433982506629	4.31057738472849	4.30982567318866	4.42565981598278	4.40269360178879	4.44191462344532	3.30158238366128	3.27331478598883	3.06852050732338	3.20574707100385	3.39025163590122	3.14791771258138
86	ENSMUSG00000001052	99683	Sec24 related gene family, member B (S. cerevisiae)	Sec24b	5.52684012612219	5.59018966016787	5.66633897888039	5.62904829569474	5.4039788535806	5.27745909105604	7.54881150907676	7.52507488813276	7.81963131874137	7.83113196521515	7.34294019613119	7.30061424273331
87	ENSMUSG00000001054	66089	required for meiotic nuclear division 5 homolog B (S. cerevisiae)	Rmnd5b	5.53435907495061	5.49887202885851	5.27066954111887	5.33670486787032	5.1611009182011	5.28102791177731	2.93331557410704	2.75202965720772	3.0225343020492	2.94535738642562	2.88935339996854	2.82701681249774
88	ENSMUSG00000001056	52530	NHP2 ribonucleoprotein	Nhp2	5.66168556785857	5.2204135451013	5.31690350442919	5.33670486787032	5.20009504981697	4.96332635692263	5.01143073945167	4.77612146371863	5.07275750020986	5.09934084399891	5.22829095817861	5.10938801988288
89	ENSMUSG00000001062	72325	VPS9 domain containing 1	Vps9d1	3.89786627358938	3.92128434312754	4.07396852842496	4.08494917056181	4.08782026443538	4.17280973898902	3.4345562489307	3.31439072899175	3.20859339068545	3.37223649834898	3.55129471645779	3.53494083569062
90	ENSMUSG00000001065	57247	zinc finger protein (C2H2 type) 276	Zfp276	4.02606634244922	4.1025055014266	4.19841589934945	4.37586384471112	4.29042736953788	4.20698042943657	3.90084544793324	3.90440645743919	3.62491385584777	3.70122318593511	3.70501720489417	3.64387520724379
91	ENSMUSG00000001082	68294	major facilitator superfamily domain containing 10	Mfsd10	5.34425619157067	5.36330804612338	5.42275363706477	5.39161050879586	5.34095758565682	5.44111733409599	4.60951332746939	4.63733088638353	4.67593785887224	4.54782853700152	4.71930687259928	4.54277732992259
92	ENSMUSG00000001089	269593	leucine zipper protein 1	Luzp1	6.48137077010267	6.67566092166033	6.94818443088791	6.95638630443106	6.89243068019753	7.00842706123739	6.19982410138099	6.28692216099876	6.39553150250397	6.30020010378572	6.47593526896039	6.53061255058136
93	ENSMUSG00000001098	330171	potassium channel tetramerisation domain containing 10	Kctd10	7.24779192992083	7.31714405533233	7.19180046785288	7.30262970596015	7.29839712342877	7.23875556172555	7.78330295836702	7.68386945760227	7.70648073305065	7.6781553463766	7.66284365495126	7.63492171678739
94	ENSMUSG00000001100	67811	polymerase (DNA-directed), delta interacting protein 2	Poldip2	4.95920609748746	5.04922689509508	5.03729981837757	4.93397878656736	4.84637588801453	4.82593389087191	3.38533373335452	3.36414376418884	3.47930853360087	3.54956777174006	3.68723337365835	3.66125728547202
95	ENSMUSG00000001105	55978	intraflagellar transport 20	Ift20	4.62430120026341	4.35618361169	4.26173138498761	4.2680714743857	4.21041585549469	4.19945657905476	3.66856775353398	3.68704962600004	3.42731389596261	3.31612461877695	3.58529920405892	3.44413455136591
96	ENSMUSG00000001123	16859	lectin, galactose binding, soluble 9	Lgals9	5.99029242196956	5.79675620307598	5.70641641825572	5.64595300807887	5.79929075194478	5.59240249020804	8.43010713501313	8.40942678994689	8.55281030957659	8.6588477640374	8.21990793452112	8.24056945882383
97	ENSMUSG00000001127	11836	v-raf murine sarcoma 3611 viral oncogene homolog	Araf	5.30962118887892	5.45190515204543	5.32003809564797	5.48264333156061	5.411666411953	5.24127675474939	4.7028738755713	4.61284325395026	4.80378781401757	4.6965212967948	4.80631926377856	4.73288021330253
98	ENSMUSG00000001128	18636	complement factor properdin	Cfp	8.72167738120836	8.42892740947828	8.26813591846481	8.3060404324544	8.4235968099554	8.41425185255165	7.94464238409963	7.88259355175167	7.64520861806562	7.63743954015892	7.82867123424442	7.79473024568751
99	ENSMUSG00000001138	94218	cyclin M3	Cnnm3	4.95920609748746	5.09396520986036	5.27390609893372	5.03849549443535	5.15500716028843	5.27388142018132	1.903033007171	2.05439038324758	1.89434603287971	2.18351712362039	2.04756498084706	2.00547344756117
100	ENSMUSG00000001143	214895	lectin, mannose-binding 2-like	Lman2l	4.57046304863586	4.86072309749278	4.75644348984692	4.75661469545764	4.79635745027506	4.87870667536468	3.29493400765191	3.09621055894221	3.35493784059513	3.12406327341014	3.1321551528831	3.18844551916399
